yourlist:M201911176746803381A1F0E0DB47453E0216320D0D7341K	Entry
203373	Q62241
106894	O14813
206061	P15864
110803	O43181
127251	P59827
32770	P27654
107250	P30988
124230	Q96KN2
129542	Q8WW59
109795	Q01113
125191	Q96FN9
108117	Q14204
112582	P22531
114939	Q9UHL9
121520	Q9UN36
116020	Q86SQ7
21982	Q9FKX4
120210	Q9NXJ0
609914	Q9NWH2
249816	Q9R012
135152	Q6ZV77
109416	Q14541
202598	Q9Z268
250580	O08629
246737	P07174
139079	Q58A44
120269	Q9NX61
198836	P61202
206343	Q80W00
114045	O60264
204992	Q9R1P0
116120	O14776
114411	P20042
113938	Q99879
107217	P22748
34225,34844	P0CH08
34225,34844	P0CH09
119048	Q86Y25
107107	Q13323
113659	O95918
1678002	Q6SWA4
125017	Q9BT25
108355	P21709
116848	Q29RF7
126099	Q5JT82
160074	Q5E9F8
249670	P63059
33759	P47084
115538	Q7Z6M1
116013	O75818
112246	P22307
128063	Q8WWP7
114862	Q9H944
125586	Q96Q77
114618	Q92974
221792	Q7TSH2
128924	Q8NEV9
207558	Q9Z1T5
278847	O13814
230480	Q91X78
123124	Q56UN5
111370	O43660
122532	Q9BQA1
115926	Q9UL42
277646	Q9UTT1
125219	Q96G25
35915	P04386
203093	P55821
116181	Q92616
109854	P06213
122899	Q6UWX4
120770	Q9H9A6
1678116	Q6SW29
131394	Q6NXP2
116999	Q9UPM8
121555	Q9BYT8
219818	P43275
246987	Q64259
133279	Q6UWW0
33778	P47096
107019	Q15904
131933	Q6UWP8
115364	Q9Y6Q5
36754	P10823
116522	Q6IQ32
5476	P54609
247214	Q62986
609043	Q5VVM6
132501	B2RNN3
119941	Q9UJM8
117596	Q8N201
113667	Q13093
941286	Q86T29
111150	P48539
1776997	F5HEZ4
119989	A8MQ27
24382	Q6NQK2
111062	P51575
117494	O60330
130975	Q68CR7
36214	P41807
110815	Q15843
127564	Q96MP8
108972	P29033
199256	O88487
123030	Q9H6A0
34343	P22768
117618	O43175
111935	O14921
25611	Q9S9Z7
126974	Q3B7T3
201631	P06876
130345	Q4KMQ1
115867	O15318
126084	Q96BM9
114673	O75603
116898	O14524
109288	O00219
277730	Q09181
123525	Q9H0V9
207994	P63168
32533	P11491
122368	Q9BYC8
250599	O35179
127710	Q8N7X4
111871	Q9BWF3
115403	P61158
111085	P43034
208177	Q9JM90
111365	P26678
119598	Q9NP64
131253	Q9NY43
127900	Q6ICG8
107496	P41208
121333	Q8IV38
121666	Q9P246
202585	P12672
213170	Q8VCZ3
120358	Q9BSJ5
129039	Q643R3
121177	Q9H3R2
112468	O75751
120688	Q7Z769
121615	Q9P2H3
128445	Q9Y3T6
133738	Q6ZN11
139896	P33724
108148	P35462
112725	O00445
122860	Q9HAT1
106569	P11117
36414	P38749
124079	Q86YS3
202043	Q61990
114842	O95749
115405	P62079
126409	Q7Z6I8
277793	Q9P7X8
126566	Q96LZ2
120226	Q6V1X1
220446	Q99PQ2
115378	O14828
116976	Q6PJ61
123116	Q8N883
119467	Q9NZF1
114688	Q15438
127489	Q6ZT89
936163	P0CJ78
121429	Q9P1U1
117027	O75600
201718	Q9CXZ1
248368	P25286
112521	P62308
32119	P05756
107190	P13671
121996	O43745
202839	Q05186
276915	O74766
108921	Q8N0V5
109258	P49863
114451	Q96I24
118929	Q9NZI6
276873	O14349
117477	Q9H6Y7
248875	P70579
3509163	P06464
125631	Q8NEN9
202017	Q61205
123999	Q9BSR8
113373	O43829
119080	P25940
120608	Q9NUP9
123552	Q9H9S4
127449	Q6ZNB6
125818	Q8WUR7
33994	P35719
132503	Q6UWI4
228624	Q8VDP3
138902	Q86WW8
114629	O60669
106606	P36896
129035	Q86WR7
106657	P35368
112801	Q9Y242
199228	Q811D0
124361	Q8NCJ5
122676	Q8NH53
117605	Q9UKD1
121120	Q9H1E5
117346	Q9Y337
971453	P10240
124813	Q96D70
114652	O94776
107234	Q08345
120447	Q7L1W4
117972	Q68CQ4
122851	Q8TAM1
230871	B2RUR8
34124	P28496
31829	Q12468
126265	Q8TC57
277415	P36579
122832	Q8NDH3
109458	P17481
119153	Q9Y624
117058	Q5SRE5
116305	Q9HC96
108325	P50402
124132	Q96JS3
122111	Q96MS0
114002	O76027
205966	Q62446
115949	O94916
111284	P19957
123305	Q5TA50
275749	O42699
569104	Q6ZT21
109698	P78318
117408	Q8IWP9
34892	P08019
34654	P48606
110701	O75293
116247	O94993
205098	Q9QUG2
116314	Q9Y2B9
125269	Q96GM8
112238	Q9UQD0
112464	P53007
116870	Q8IWI9
122524	Q9BVC6
112601	P19623
117028	O95503
111451	P20264
111116	Q13371
107810	P07315
36780	P40030
109707	P17936
122042	Q9H251
115252	Q504Q3
122366	Q9P0J6
113267	P49767
127186	Q5TC82
115516	Q96RU8
199261	O88508
215001	Q9D7I8
121210	Q4V328
107482	Q15744
36117	P54115
121569	Q5JTZ9
112346	P51688
113839	P43026
111273	P46020
123048	Q8WVV4
109532	Q9ULV5
110914	P01303
126799	Q8WW14
125479	Q96MX6
124909	Q96HW7
125655	Q86VG3
122322	Q8WWT9
124744	Q9Y3M8
119576	Q9UI30
131369	Q008S8
217613	Q9D8B3
107578	P06732
535021	Q8WTX7
216566	Q9CZX0
126788	Q68DX3
112523	Q13424
107677	P02458
127044	Q7Z3Z0
110329	P41968
116866	Q9UGR2
122388	Q9BZR6
111786	P28328
27562	Q1ECJ7
121001	Q9P258
207274	P70175
113616	Q12894
121381	Q96CB8
203440	P07759
110503	P33527
108765	Q92765
118985	Q9UJX0
198048	O08715
128397	Q6L8Q7
204962	Q62073
36277	P07703
110976	P30990
971448	P10235
126356	Q8NE22
100152	Q6PAW2
100660	P55863
125581	Q8IY81
199967	P08752
276129	O74928
127816	Q8N159
124840	Q96HM7
276060	O94534
108516	P37268
121821	Q9NQZ8
110820	Q92832
126327	Q96MM3
200451	P63038
109338	Q16665
115447	O94988
124693	Q96F63
121155	Q86YB8
115102	Q92502
119465	Q8N427
109341	P49773
120787	Q9NX02
113965	Q99525
34937	P41277
32612	Q6Q595
117541	Q8N2K0
112588	P11277
128096	Q8TF21
124748	Q49B96
129168	Q8NHS3
107924	P05177
123317	Q7L9B9
218339	Q9CWE0
127509	Q6PF05
127659	Q6PF06
114065	O15297
125596	Q9C030
35668	P53894
35362	Q03233
248286	Q64663
107229	Q13936
107544	Q9Y259
121743	Q5VW38
108176	P28562
117188	Q9UHN6
116365	Q9Y6Y8
124937	Q5T7V8
226055	Q9D0R2
3509162	P06462
114591	O43760
127280	Q8NEJ0
204546	P97765
128817	Q8IXS0
126804	Q8TAA3
110088	Q9NSB2
127940	Q86Y33
128455	Q5VZI3
120356	Q5JRV8
201207	Q3UZ39
110257	P29966
114586	O43439
111700	P60484
113770	O14519
125835	Q96AB6
129005	Q8IXQ9
215264	Q91V04
131320	Q86SP6
33299	P53235
31451	P10659
111902	Q04206
118885	Q9UI47
118920	Q9UDW1
113357	P07947
122329	Q6PCB0
207286	P61087
33442	P53301
107237	Q08289
31850	P38968
113131	Q13885
121237	Q08AE8
278722	P42657
127821	Q8NET8
120629	Q8NE62
128730	Q7Z6J4
116526	Q86X52
203206	Q62420
121752	Q9HCC9
279388	P47943
112614	Q05066
120850	Q8WU58
251380	Q8R4T5
122176	Q9H6Q4
117558	A6NI79
113071	P48995
116367	Q9Y5B9
113599	Q13724
231173	Q3TN34
121504	Q9HCY8
113124	Q8WZ42
124068	Q86VS8
125634	Q7Z4W2
255579	Q4AEF8
246579	P23385
605776	B0BNE2
247224	Q924Y4
115366	Q9UBE0
199064	P70211
34634	Q08647
128475	Q5JSJ4
576126	Q9C0K3
111019	P20774
107401	P19397
127811	Q6P2D0
35700	P53917
247554	P09217
108266	P52803
119021	Q9NZM5
115606	Q6GMV2
119987	Q9BY64
125712	Q6UXM1
116442	O94956
113607	P61073
114188	O00584
120552	Q8WVR3
115429	O95267
213637	Q8CEC5
109792	P15248
248828	P21581
116327	O75365
112864	Q99594
218270	Q80TV8
122994	Q96QE3
202075	Q01065
31604	P38631
126131	Q9NRE2
203564	O08599
119170	Q9BZS1
123130	Q8IYT3
119488	O95365
132467	Q6BDI9
112286	P31431
33573	P0C0W1
122505	Q9BSV6
212778	Q8VEE4
115569	Q99720
115138	Q92585
110638	O00160
1777027	F5HA27
117456	Q53HI1
203414	O89090
123307	Q53S58
108347	Q09472
114662	Q8TDM6
116544	Q9HAP2
124995	Q96P26
121776	P81172
121843	P49756
112194	P25815
127739	Q70EL1
120370	Q96CS7
253253	Q5XIJ6
31002	P23059
116332	Q9UKR5
33953	P32368
114543	O14604
121546	Q3KR37
130355	Q5JUQ0
129022	Q8NCN4
120829	Q3V6T2
114222	O75379
111607	O60542
207818	Q9Z1B5
279760	O42706
116039	Q96IV6
116670	O60307
205084	Q62465
120844	Q9P209
129161	Q32P44
129901	Q8N660
129873	Q8N5S1
116580	Q9NPY3
120426	Q9H2J7
216559	Q8BG40
121124	Q96CB5
112686	P50225
116639	Q9Y2K7
202372	P0C605
124052	Q8WZA0
108172	Q99075
231770	Q61753
201693	P28663
121289	Q14CW9
247336	P54287
35477	P00729
128004	Q6NUJ5
202567	O55230
200021	P06745
114389	Q9UNP4
126589	Q5JSL3
202008	P09103
112586	P02549
108145	P40879
109239	P25092
217370	Q66JX5
116804	Q9NU22
131972	Q7Z7J7
108631	P15328
127672	Q5HYC2
3604	Q9SJL8
107977	Q9Y6T7
122058	Q9HCS5
211934	Q9D964
121532	Q6NSJ0
137330	C9JRZ8
109268	P16104
117440	Q5TEA3
109570	Q9NNZ3
110716	P05976
120857	Q8IW45
123153	Q0P651
115872	Q9H3M7
134578	Q8N8G6
107533	Q14839
280614	O13960
199461	Q9WV92
35285	Q04439
117994	Q9UBN1
125582	Q8TF71
124360	Q96SL1
111863	Q09028
117651	Q9UK96
125736	Q6ZN18
107583	P33552
127211	Q7Z465
122381	Q96Q40
124438	Q96KK5
279830	P31411
115197	Q86UL8
107814	P22914
126772	Q8WWU7
124134	Q9BXY0
127517	Q8TEC5
125548	Q96P48
120156	Q9BUE0
121847	Q9P1F3
112637	O60224
199956	P26443
247193	P37089
116961	Q92542
125114	Q8N138
132839	Q5JTJ3
110195	O60663
125374	Q96PV4
127476	Q0VAM2
114419	P56377
107122	P22004
114924	O75391
125019	Q9H930
158237	P11151
120927	Q9Y4C1
122426	Q9BYT3
114010	Q9UDV7
116972	O95476
114699	O60244
111360	P08697
113835	Q16740
116835	Q96RL7
106854	P29972
197943	P68134
124859	Q9BWV1
110735	Q9HD67
208293	Q8R3R8
230792	Q921N6
110181	Q6P1M3
119030	O43711
112630	P30874
110684	P20591
108562	P07954
120617	Q96CD0
229799	Q5SSM3
32104	P00942
125987	Q86WQ0
122394	Q8N9T8
1205545	P04601
120976	Q9NYS7
575849,119554	B7ZAQ6
575849,119554	P0CG08
277743	O42984
124277	Q9BRA2
208027	Q9Z101
119081	Q8IZU3
107706	P49747
107443	Q9Y6N8
113037	Q13077
126335	Q8TDQ7
119607	Q8IYB4
118937	Q9UJX6
109561	P10809
107876	P35221
116652	Q6PID8
249775	O35431
202355	Q8CEC0
126972	Q8IZR5
125688	Q6P3W2
116471	Q99685
120747	Q9ULJ8
208383	Q8R550
119049	Q8TCD5
120263	Q5U651
115125	P50876
108822	P12956
199947	P15105
208559	O88574
276132	O74887
117956	Q00994
106530	P01011
31159	P43535
110620	Q14872
125231	Q96EY9
135928	Q8WWF6
115250	Q6DN90
232845	A2AJI0
117223	Q9H0R8
35079	P54839
107989	P09172
158751	P26882
128665	Q8NE31
205694	Q91WM3
125566	Q96QF0
114839	O95711
110500	P22897
219980	Q9CPQ5
107822	P09603
108533	P07332
35137	P06778
220301	P61089
223322	Q5SWU9
124734	Q96AQ1
124920	Q5VZP5
211364	Q9CQS9
14768	Q941D6
118118	Q9UQ10
110710	P12883
117057	Q14681
120620	Q9C0J8
111712	Q16647
117576	Q8IU81
119982	Q9HAU0
119071	Q7LG56
108810	P06241
121738	Q9NTN9
114408	Q9NR50
124663	Q8N398
115472	Q9BPW9
115408	Q9Y5Y2
127881	Q6IQ49
128264	Q6P3V2
107819	Q16539
219684	O54927
211799	Q9CQ65
108614	Q99518
232932	Q8K443
112895	P02786
114025	Q14184
111023	P47874
609064	Q9UQ88
107430	P30307
36627	P38879
131147	Q5SZK8
116540	Q86YF9
118968	P61619
110318	O15232
111659	P28066
276198	O74329
111095	Q13153
120127	Q9UM22
211575	Q9CZY3
131962	A6QL64
109217	P35269
110107	P55268
112267	P78556
201542	P00405
121353	Q9GZR7
112503	Q92966
211100	Q9JIY5
247560	P97710
115204	O94855
107949	P20815
114863	Q9NZU7
124783	Q6P158
1776999	Q2HR80
117381	Q9P202
135117	Q8N4H5
33074	P53104
112800	O60765
117553	Q9P2V4
125386	Q9BXB4
120836	Q9P273
112349	O75368
201586	P27546
33622	P47013
117420	Q9BV44
109411	P55317
108182	Q16829
121263	Q8WYA1
109444	P31268
109494	Q92902
568033	Q5VTM2
111042	O43929
216497	Q9DC22
125463	A5D8V7
122503	Q8TDD1
199963	P27601
113374	O95159
33445	P00359
115063	Q92738
116932	O15042
106658	P35348
121159	Q9NRR6
114512	Q9H939
117397	Q8NBT0
127250	Q86VX2
123346	P57773
122278	Q96BU1
111337	P14555
111882	P50120
1776974	Q77Q36
122306	Q5THR3
107587	Q96CW1
676665	Q00944
118855	Q9NWV8
116130	Q9Y657
114692	Q9BQE9
128671	Q8NCK3
122819	Q9H898
206120	Q8CIG9
116554	O94941
109763	Q8N6C5
116429	Q8WWM7
106927	P04424
122932	Q5U5Z8
121644	Q9BQW3
110798	O95298
123551	Q5FVE4
122084	Q9H1K0
115010	Q6PGP7
126729	Q8TBE9
127335	Q3MIT2
114135	O00764
124982	Q8N554
127073	Q8NEA5
121216	Q8N475
116304	Q9UMQ6
215698	Q8K3H0
107748	P00450
248811	O35142
120860	Q9NVD7
107381	P28908
121268	Q9NRN5
207915	Q9Z206
107319	P16152
394227	A8MUX0
107891	P08311
124429	Q96I45
121709	Q9HCK8
117068	P40429
60337	Q94899
122158	Q86UP0
32414	Q06336
113307	Q9H3P2
119799	Q9H0Q3
114031	Q13617
112949	Q9Y490
112704	Q15528
129118	Q8WW35
250215	Q99M75
117155	Q9BVN2
121065	Q9Y5F2
127664	Q5T036
121218	Q9P0J7
202165	Q9Z1T6
114619	O75901
114889	O75439
120999	Q9NPJ8
201906	O08760
58510	P04052
110704	P12882
250539	Q62824
125348	Q5GH76
971443	P06492
110456	P03956
119826	Q9P2I0
202545	P35276
1171913	P59667
112789	P20823
111443	P16435
34570	P16622
108439	Q99502
125739	Q8N5J4
108895	P23771
128673	Q8N9B8
117428	Q6X4U4
117054	Q6P9F7
277325	P05764
212467	Q9DAJ4
127339	Q9P0V9
123260	Q5ZPR3
124605	Q8NEY1
114634	B0YJ81
110057	Q99456
112141	P63220
229901	P60670
131150	Q6P3R8
116863	Q9Y6Y1
121534	Q9ULQ0
248520	P55018
131371	Q5T1H1
110297	Q16706
206136	Q9WVS6
118018	Q8NDV3
34679	Q12697
123631	P35789
29285	Q2LAE1
119635	Q9UI12
204314	Q62351
200078	P20029
64981	Q9V3Q6
208040	Q9QXT0
109540	P34932
212064	Q99LC3
122731	Q8TEB7
113530	O15535
118012	Q9UBT3
110974	Q01974
128203	Q8N9I9
938526	C9J798
110282,608698	P43362
30927	P25586
125829	A2RU49
229355	Q8CHW5
127857	Q8N7Q3
123751	Q9BQ67
202047	Q9R0L6
31571	P52491
108571	P68106
123144	Q96F86
204263	Q6PFX9
111424	P54098
119362	Q9UHA3
127104	Q96NG8
36269	P30656
115410	O60635
114184	Q86WV1
115246	Q15021
125262	Q8NEG4
116291	O95684
216666	Q6IRU5
220648	Q8BMS1
111930	P49796
115222	O60641
117115	Q9H3Q1
33026	P04807
111342	Q9UPG8
122730	Q9HA77
118390	Q9H159
113545	Q9UL58
120282	Q9NX38
120229	Q9NXF1
123053	Q7Z736
108139	Q07507
116761	Q8IXZ2
120200	Q9NXK8
116284	Q13601
107758	O95471
112395	Q13291
35644	Q02821
114918	Q8IVU1
237613	Q768S4
107925	Q16678
122877	Q86UP3
116072	Q9UKQ2
115343	Q92643
201663	P46735
126664	Q9NUG4
34112	P29703
247137	P27926
117662	Q9UNK4
116780	Q92541
122259	Q9H1Z4
203487	P97363
121809	Q8IXH6
128367	Q8N2A8
122843	Q86YC2
107268	Q13555
125381	Q9BZF3
110414	Q99735
115847	Q9Y6L6
109027	Q99445
34462	P14126
31436	P10507
114470	Q12988
120107	Q9NWB1
218314	P60469
125649	Q8NGJ5
123559	Q9NSV4
110997	Q3MII6
138643	A5YM69
116503	Q9UPN6
200005	A2ARV4
31602	P05317
31616	P15019
126667	A0PJX2
204603	Q61687
114209	Q9Y4H2
109478	P35452
1198888	D3ZCM9
122287	Q96G75
111234	P08237
275875	O74904
110602	P80294
109203	Q03013
31661	Q06058
128770	Q8IY49
208544	Q9QZB9
117966	Q9Y5S8
568619	A6NCE7
122954	Q6PGQ7
126318	Q96NL6
111624	Q99538
114250	O43825
571766	P0CW18
249249	O88917
116003	Q9Y2A7
125499	Q8N2X6
115017	Q5VU43
119095	Q9HBE5
34076	P35729
120346	P56962
108477	O95573
132749	O43361
126662	Q9H3Z7
120024	Q86V20
34037	P28319
120434	Q6AZZ1
125913	Q8TBP0
125207	Q86XE5
126226	Q8NHS4
112485	Q8TAQ2
129125	Q8N143
109087	P46092
122788	Q96EW2
121658	Q6UXK2
120138	Q9HAT0
124639	Q86V97
109146	Q13905
113727	P16260
250159	Q9Z2Q1
121096	Q9BXT8
33216	P14120
111718	P49190
117657	Q9UK99
131875	Q9Y2Q3
109969	Q14654
198063	P24549
116826	Q9NVF7
123547	Q9H4H8
127402	Q8IV35
107265	Q9UQM7
107112	P32302
114843	Q9NSC5
32431	Q06385
111050	P00480
117339	Q9Y3P4
113858	O43824
127741	Q2M3R5
275792	O74836
109060	P30968
111667	P28072
122988	Q7Z402
110401	P26572
250500	Q99068
127769	Q5T0U0
112744	Q12962
109079	P35052
110959	P67809
122495	Q8N720
120585	Q9H920
36866	P38682
971815	P03217
208131	P43276
34048	P17505
278186	Q9UTJ7
34515	Q12196
124312	P54829
198630	A6X8Z5
211421	Q9D7F7
212811	Q9DCS9
117607	Q9UKF7
107566	Q07001
115595	P22674
111434	P36954
127371	Q96KN4
121541	Q8TAM6
31352	P38634
116841	Q9NQ66
136426	Q9P2K8
131480	Q86UE6
125388	Q9BXJ1
114672	O14933
110179	Q05469
133036	Q6ZU67
34353	P19659
98493	Q91917
120443	Q9H8Y5
120614	P57105
119484	Q8WUY1
1776978	F5HDB7
212725	Q9CPP6
123837	Q9H0X4
113127	P02766
36937	P40099
170598	P02253
112165	Q16799
106672	P63010
108146	P21728
34561	Q99287
199352	Q61502
122000	Q9H5V9
223833	Q8BKX1
125469	Q7Z3D4
115643	Q9NP66
129208	Q149N8
200428	P63017
122928	Q8TBX8
119403	Q8N114
110147	P09382
35687	P53552
33822	P47117
231931	A2A6A1
123618	Q9H9L3
115438	P43490
125609	Q711Q0
114677	Q9Y6R0
110405	Q09328
214752	Q8VIJ6
108034	Q01523
119309	Q86X83
123150	Q32M88
568424	Q71RC9
108896	P43694
119699	Q9UBS4
229744	Q3UHD9
115692	O14735
115150	O43310
130775	Q86UT8
106772	P48728
36149	P32580
117298	O94906
122740	Q9HA82
124786	Q96BA8
256494	Q6AYZ1
130332	Q5IJ48
113018	O43399
126647	Q96DR5
108827	Q06547
110584	P26038
116210	Q9BW83
112526	O60749
138922	Q8N5K1
124296	Q7RTV0
121721	Q8NHQ9
115025	O94829
32950	P38335
113008	Q02880
124730	Q7M4L6
130052	Q6X9E4
31462	Q05775
106639	P08319
117638	Q9UJ96
131648	Q5TA76
204995	Q9Z2U0
112745	Q15544
123733	Q9UJC5
122983	Q6MZQ0
276109	P36585
568672	O94854
5136	Q7XJ53
124308	Q53GT1
120338	Q9BVS5
36800	P40038
126230	Q3KRA6
116233	O00322
121222	Q9NR00
124579	Q8TCS8
122516	Q9BZE9
108553	P78333
224933	Q99JW2
123313	Q8IY22
207869	Q9JI10
278511	P42656
214895	Q9D4H8
208142	Q9JLN9
120464	Q6PI26
123771	Q9BXK1
125466	Q96E14
119926	Q9NP99
128754	Q8TCP9
212682	Q9CY66
111311	O00329
129278	Q8NF86
204373	P05213
119803	Q9NQS5
213992	Q9JIF7
119617	Q9NUQ9
108532	P16591
122265	Q9HAU4
133751	Q5CZA5
128369	Q6ZUM4
132179	Q969J2
126212	Q8N5S3
119351	Q9UK23
120806	Q6NXT4
130413	Q86SU0
107411	P11912
127414	Q9NY27
136727	Q5TBC7
115908	Q15762
679070	P28497
110332	P43121
32209	P13663
112664	Q13188
123702	Q9H3H3
122040	Q8IXF0
33238	P05030
120896	Q9BVS4
122031	B0I1T2
208297	Q9QXY6
114820	O95672
116330	Q9UBK7
129507	Q8N5M4
107436	P22223
278302	O13907
118880	Q9UI15
121203	Q7Z2W4
114965	O00562
115874	Q86YL7
112145,3193504	P62854
34843	P40457
122515	Q9BZD7
34830	P00724
237527	Q7TNM2
109531	Q03933
114753	O95813
115650	Q14563
128259	Q8IYY4
106845	P02649
223714	Q99J95
114768	P51151
126908	Q96LQ0
115135	P48651
116982	Q9NTG7
200095	P15626
126290	Q69YG0
127222	Q8NEQ6
33174	P05737
126328	Q6MZP7
109418	P50135
116871	Q9UJ04
246104	Q2EMV9
106872	P61204
113902	Q13492
116028	O14810
32074	P07284
125363	Q5VVJ2
279215	Q9UTI3
110742	O14974
110608	P02795
114495	O75783
110709	P13533
33940	P07149
109938	Q15046
200883	P63143
127991	Q8NEK8
125150	Q71UI9
121967	Q8TB40
35174	P40959
207277	Q64518
121943	Q9UIL1
108023	Q9Y485
279476	P36581
109163	O15399
114547	Q96EY1
123353	Q5KU26
112317	Q53H47
119670	Q9Y5A7
109223	Q92759
122595	Q9BU02
123077	Q9GZP1
108297	P78344
115782	O95373
137555	Q8N0Y7
122323	Q8TBG4
198924	P47199
125564	P81605
110728	Q9Y4I1
201721	P33215
114684	O94768
115466	Q8NCG5
116499	Q9Y483
112162	Q92681
127016	Q5UE93
262707	Q80VL0
211074	Q8K202
231695	E9Q5F9
118876	Q9ULZ3
119568	Q9Y3C1
119669	Q9Y574
111112	O43316
107640	P51684
122997	Q08AI8
113540	O43670
127947	Q8N895
127003	Q67FW5
31734	P28004
126136	Q5JPB2
110947	P49146
211019	Q9JIS5
110146	Q8NES3
240468	Q5SSZ7
109117	Q9HC97
199657	P21803
121697	Q9H4M7
249519	Q9Z2Q4
114346	O75446
125002	Q8TDN1
112612	P08240
124246	Q9BSK1
118966	Q9Y5P6
119056	Q9NZN4
129209	Q2M329
1678317	Q9QJ12
110469	Q9ULZ9
120446	Q53HL2
122168	Q8NCE2
117313	Q6XUX3
35923	P02829
119528	Q9UBW5
112374	P15907
119663	Q9Y6J8
115361	Q9Y2C5
108354	P27105
115418	O95235
35652	P53879
117924	O60518
115339	Q9Y5Q6
109226	Q92664
124930	Q8N3T6
131110	Q6ZRI0
128081	Q8TE58
107261	P27482
112705	O75683
219817	Q9ER71
120654	Q7L590
111354	O14939
212349	Q8CBY8
127096	Q8N196
131884	Q70EL3
202342	P62715
113516	Q15697
32158	Q03860
115480	P52756
116597	Q13573
199704	O08917
116205	O43731
123697	Q96NT3
122131	Q8WTT2
111742	P29350
123275	Q9C0H9
119331	Q9UNL4
115597	Q13488
229728	Q8BL66
121951	Q9BXP8
111191	Q15120
687084	P84247
118045	Q9Y255
126512	Q86Y79
124137	Q9H492
275966	Q9Y7T8
205073	P97434
109173	O15303
108327	P54849
108084	Q15700
113344	P23025
127813	Q8NA82
33701	P40335
223228	Q7TQI3
124497	Q5VSL9
129914	Q5T8I3
115647	O60359
9871	Q9M339
122763	Q6V0I7
116360	Q9BV73
123566	Q96S94
122839	Q9H5H4
858103	Q9UUJ1
32028	P54199
32265	P32501
120268	Q9NX62
120935	Q68CQ7
113578	Q93096
208300	Q9DC63
123724	P58004
119034	Q9Y2V3
200620	Q60943
116798	Q14678
58020	P10987
108119	Q13409
121823	Q9NRY2
116001	P57081
111279	P15735
110787	O75438
124444	Q9BYQ2
204880	Q80VJ2
117458	Q9Y4U1
107589	P53680
203337	Q9Z0H3
131185	Q7Z3Y8
111258	Q15124
276601	Q9URV6
112199	P35542
133178	Q0VGL1
120542	Q9NV79
114956	P30041
159447	Q28199
121430	Q9ULF5
123725	Q9H336
112604	P49458
133477	Q8NGM8
115122	Q92628
107581	Q13216
127914	Q8N1N0
278141	Q9P6K0
110899	P30419
109153	P28799
108894	P23769
31209	P43621
124432	Q24JQ0
115254	Q92604
110122	Q14739
120796	Q7L3B6
119053	O14512
123608	Q9H0F6
31872	Q07732
122103	Q96T76
110922	Q99742
279513	O14124
123704	Q9BTL3
204323	P02340
117093	Q9ULA0
123864	Q494U1
115275	Q8TBA6
202919	Q9CQJ4
35364	P15108
232120	P59759
31859	P17255
277659	Q9Y7L8
113837	Q9NPJ1
112463	Q08357
199446	Q03173
109658	P09913
117735	Q8NGC4
122565	Q9H9S5
113566	Q12852
121117	P49750
108279	P11161
117981	Q9UN19
123660	Q9H1C3
250974	Q64428
128062	Q8WXA8
115895	O15498
33907	P15365
198249	O55143
108173	Q86Y01
111115	P23759
575692	Q68EN5
172796	Q3T0E7
112193	P04271
109840	P49441
208479	Q8BTZ4
123154	Q3SYC2
124774	Q9H910
120958	Q9NPJ3
198253	Q03265
113927	Q99878
123119	Q9H694
131689	Q7Z602
130423	P48668
107199	Q13405
277962	Q10057
122092	Q6P179
110191	P25791
35468	P49955
108292	P06730
125122	Q8IWW6
126320	Q4W5P6
116901	O75182
111364	Q14802
109103	Q99679
130971	Q6ZMR5
108341	P13929
111472	P10619
108232	P24530
120883	Q3KP66
32001	Q07379
120250	Q9BZ95
109360	P04440
34967	P16370
133293	Q6ZN16
111867	Q99708
129825	Q8NBB4
114949	Q4J6C6
126190	Q8NFH5
115741	O43808
118114	O60575
111593	Q13163
123344	Q9BXD5
12349	O23273
109349	P10074
119438	Q8N111
108917	P78537
110215	Q07954
211680	Q91VR7
112979	P01375
200436	O88736
111230	Q16875
130091	Q8NBK3
229745	Q8K2C7
110005	P43628
110008,110005	P43631
112961	O14817
107346	P40227
120645	Q9HB75
115771	Q9UBX5
207322	P62748
118872	Q9Y5N5
124294	Q96IR7
107125	P36894
228970	Q921T2
114116	O00203
111660	P60900
122996	Q8TBK2
120782	Q9NUD9
119210	Q9Y3C4
36781	P29467
110498	P39210
110915	Q04721
204834	P70296
575543	Q96BR9
119604	Q9BW66
124148	Q9BUF5
119246	O75496
131925	O43861
107332	P14635
111976	Q9Y252
111829	O75771
109270	P58876
33378	P53278
201262	Q64302
124538	Q86VY4
31077	P25377
123787	Q9BXI6
117376	Q8IUR7
33789	P40985
120878	Q7L7V1
280371	Q9USX4
124021	Q9BRU9
120575	Q8WWA1
113986	O60733
117289	Q13325
110501	P49959
115141	P53990
276887	O14339
118987	Q9UHV2
33432	P49723
114579	O95831
130702	Q8WW52
131513	Q2VPK5
110207	P22079
122060	Q96BH3
108764	Q14331
119979	P35900
124397	Q969L4
117675	Q9NZC4
111787	P49023
118998	Q9H305
125915	Q8N144
119457	Q9NYF5
107030	Q13825
128306	Q499Z3
113009	Q13472
116672	Q5JWR5
107847	P21291
127869	Q8NAT2
124083	Q9BRK4
203509	Q9D0T1
123533	Q9NUG6
204997	Q9R1P1
277007	P35551
118939	Q9Y5X2
246700	O88989
112412	P02730
122134	Q9H6I2
971427,971426	P08393
111495	P36873
122220	Q9H269
106963	Q9P2R6
127795	Q8IYX1
201975	Q60862
198187	P61750
108421	P41212
235046	Q80X90
126983	Q6UXU4
